id_aluno;ano;nome;genero;idade;ano_nascimento;ano_ingresso;anos_na_pm;instituicao;escola;turma;fase;fase_ideal;defasagem;defasado;nivel_defasagem;inde;pedra;IAA;IEG;IPS;IPP;IDA;IPV;IAN;nota_mat;nota_por;nota_ing;qtd_avaliadores;rank_geral;rank_fase;rank_turma;atingiu_pv;indicado_bolsa;defasagem_original;ano_ingresso_declarado;ingresso_inconsistente;n_anos_observados
RA-620;2023;Aluno-620;M;13,0;2010,0;2021;2;Pública;;2M;2,0;3,0;-1,0;True;Moderada (1);7,043666667;Ametista;6,8;8,4;7,52;6,875;6,2;7,503333333;5,0;5,2;7,2;;3,0;;;;;;-1;2021;False;3
RA-620;2024;Aluno-620;M;14,0;2010,0;2021;3;Pública;EE Donizetti Aparecido Leite Professor;3U;3,0;3,0;0,0;False;Adequado;5,766892063566667;Quartzo;8,334;3,984126984333333;7,51;7,083333333;2,5;5,886666667;10,0;3,5;2,5;1,5;3,0;;;;;;0;2021;False;3
RA-621;2022;Aluno-621;M;10,0;2012,0;2020;2;Pública;;M;1,0;2,0;-1,0;True;Moderada (1);7,448;Ametista;9,5;7,7;7,5;;7,5;8,222;5,0;6,8;8,2;;3,0;337;89;7;False;False;-1;2020;False;1
RA-622;2022;Aluno-622;F;12,0;2010,0;2019;3;Pública;;N;1,0;3,0;-2,0;True;Alta (2);4,934;Quartzo;3,5;3,8;7,5;;3,8;6,0;5,0;4,8;2,7;;3,0;828;190;10;False;False;-2;2019;False;1
RA-623;2022;Aluno-623;M;13,0;2009,0;2022;0;Pública;;N;1,0;3,0;-2,0;True;Alta (2);7,524;Ametista;7,5;9,0;7,5;;8,3;7,389;5,0;9,3;7,2;;3,0;300;79;4;False;False;-2;2022;False;3
RA-623;2023;Aluno-623;M;14,0;2009,0;2022;1;Pública;;2M;2,0;4,0;-2,0;True;Alta (2);7,8307;Ametista;10,0;9,5;7,52;7,291666667;7,3;7,446666667;5,0;5,8;8,8;;3,0;;;;;;-2;2022;False;3
RA-623;2024;Aluno-623;M;15,0;2009,0;2022;2;Pública;EE Donizetti Aparecido Leite Professor;3U;3,0;4,0;-1,0;True;Moderada (1);6,357733333300001;Ágata;8,334;7,399999999999999;6,885;6,458333333;4,0;7,05;5,0;3,5;2,5;6,0;3,0;;;;;;-1;2022;False;3
RA-624;2022;Aluno-624;M;10,0;2012,0;2022;0;Pública;;N;1,0;2,0;-1,0;True;Moderada (1);7,425;Ametista;9,0;8,9;7,5;;6,8;7,722;5,0;8,0;5,5;;3,0;346;91;6;False;False;-1;2022;False;3
RA-624;2023;Aluno-624;M;11,0;2012,0;2022;1;Pública;;1K;1,0;2,0;-1,0;True;Moderada (1);8,270825;Topázio;9,0;9,2;7,52;8,90625;8,6;8,39;5,0;8,3;8,8;;3,0;;;;;;-1;2022;False;3
RA-624;2024;Aluno-624;M;12,0;2012,0;2022;2;Pública;EM Cecilia Cristina de Oliveira Rodrigues;2L;2,0;2,0;0,0;False;Adequado;7,229425672900001;Ametista;8,002;8,219461698;7,51;7,916666667;4,0;7,213333333;10,0;8,0;0,0;;3,0;;;;;;0;2022;False;3
RA-625;2022;Aluno-625;M;11,0;2011,0;2022;0;Pública;;N;1,0;2,0;-1,0;True;Moderada (1);7,483;Ametista;8,0;9,2;7,5;;7,8;7,333;5,0;8,5;7,0;;3,0;319;82;5;False;False;-1;2022;False;1
RA-626;2022;Aluno-626;M;11,0;2011,0;2021;1;Pública;;N;1,0;2,0;-1,0;True;Moderada (1);5,818;Quartzo;7,4;7,6;7,5;;1,3;7,278;5,0;2,5;0,0;;3,0;748;178;9;False;False;-1;2021;False;3
RA-626;2023;Aluno-626;M;12,0;2011,0;2021;2;Pública;;2M;2,0;3,0;-1,0;True;Moderada (1);7,231033333;Ametista;9,0;9,2;4,39;7,291666667;6,5;7,613333333;5,0;4,7;8,3;;3,0;;;;;;-1;2021;False;3
RA-626;2024;Aluno-626;M;13,0;2011,0;2021;3;Pública;EE Donizetti Aparecido Leite Professor;3U;3,0;3,0;0,0;False;Adequado;6,407590225500001;Ágata;9,585;3,380451127666667;6,885;7,291666667;5,333333333333333;6,443333333;10,0;5,5;3,5;7,0;3,0;;;;;;0;2021;False;3
RA-627;2022;Aluno-627;F;10,0;2012,0;2022;0;Pública;;N;1,0;2,0;-1,0;True;Moderada (1);6,621;Ágata;7,0;6,7;7,5;;6,5;7,0;5,0;6,2;6,8;;3,0;619;150;8;False;False;-1;2022;False;1
RA-628;2022;Aluno-628;M;11,0;2011,0;2022;0;Pública;;N;1,0;2,0;-1,0;True;Moderada (1);7,577;Ametista;9,5;7,6;7,5;;9,2;7,333;5,0;9,3;9,0;;3,0;282;76;3;False;False;-1;2022;False;3
RA-628;2023;Aluno-628;M;12,0;2011,0;2022;1;Pública;;1K;1,0;3,0;-2,0;True;Alta (2);8,370325;Topázio;9,5;8,9;7,52;8,28125;9,4;8,45;5,0;9,0;9,7;;3,0;;;;;;-2;2022;False;3
RA-628;2024;Aluno-628;M;13,0;2011,0;2022;2;Pública;EM Alfredo Schunk;2U;2,0;3,0;-1,0;True;Moderada (1);8,2366166666;Topázio;9,002;10,0;7,51;7,1875;9,0;7,833333333;5,0;8,0;10,0;;3,0;;;;;;-1;2022;False;3
RA-629;2022;Aluno-629;M;9,0;2013,0;2022;0;Pública;;N;1,0;1,0;0,0;False;Adequado;8,11;Topázio;9,0;10,0;7,5;;7,0;7,278;10,0;5,0;9,0;;3,0;112;24;1;False;False;0;2022;False;3
RA-629;2023;Aluno-629;F;10,0;2013,0;2022;1;Pública;;1L;1,0;2,0;-1,0;True;Moderada (1);8,013866667;Topázio;10,0;9,4;7,52;7,916666667;7,5;7,95;5,0;7,0;8,0;;3,0;;;;;;-1;2022;False;3
RA-629;2024;Aluno-629;F;11,0;2013,0;2022;2;Pública;EM Cecilia Cristina de Oliveira Rodrigues;2U;2,0;2,0;0,0;False;Adequado;8,061295238200001;Topázio;10,002;9,523809524;7,51;7,5;6,0;7,276666667;10,0;6,0;6,0;;3,0;;;;;;0;2022;False;3
RA-63;2022;Aluno-63;M;16,0;2006,0;2018;4;Privada - Parceira;;B;5,0;6,0;-1,0;True;Moderada (1);8,282;Topázio;8,3;9,1;8,8;;8,7;9,417;5,0;8,2;8,2;9,7;3,0;64;8;2;True;False;-1;2018;False;2
RA-63;2023;Aluno-63;M;17,0;2006,0;2018;5;Pública;;6A;6,0;7,0;-1,0;True;Moderada (1);8,0641;Topázio;6,7;9,0;6,89;8,75;8,7;8,9675;5,0;9,3;7,3;9,5;4,0;;;;;;-1;2018;False;2
RA-630;2022;Aluno-630;M;9,0;2013,0;2022;0;Pública;;N;1,0;1,0;0,0;False;Adequado;8,064;Topázio;9,5;9,2;7,5;;7,3;7,278;10,0;6,5;8,0;;3,0;127;30;2;False;False;0;2022;False;3
RA-630;2023;Aluno-630;M;10,0;2013,0;2022;1;Pública;;1M;1,0;2,0;-1,0;True;Moderada (1);7,199991667;Ametista;9,0;8,6;3,77;8,28125;5,7;8,673333333;5,0;4,2;7,2;;3,0;;;;;;-1;2022;False;3
RA-630;2024;Aluno-630;M;11,0;2013,0;2022;2;Pública;EE Maria André Schunck Dona;2L;2,0;2,0;0,0;False;Adequado;6,879985507300001;Ágata;0,0;8,4782608695;7,51;7,5;5,75;7,666666667;10,0;6,0;5,5;;3,0;;;;;;0;2022;False;3
RA-631;2022;Aluno-631;M;12,0;2010,0;2022;0;Pública;;N;1,0;3,0;-2,0;True;Alta (2);6,928;Ágata;8,5;6,8;7,5;;7,0;7,222;5,0;7,3;6,7;;3,0;515;133;7;False;False;-2;2022;False;3
RA-631;2023;Aluno-631;M;13,0;2010,0;2022;1;Pública;;2N;2,0;3,0;-1,0;True;Moderada (1);5,954666667;Quartzo;0,0;6,4;6,27;7,916666667;7,0;6,78;5,0;6,0;8,0;;3,0;;;;;;-1;2022;False;3
RA-631;2024;Aluno-631;M;14,0;2010,0;2022;2;Pública;EE Maria André Schunck Dona;3L;3,0;3,0;0,0;False;Adequado;6,795673420466667;Ágata;8,334;7,212200435666666;8,75;5,625;4,166666666666667;6,245;10,0;7,0;3,5;2,0;4,0;;;;;;0;2022;False;3
RA-632;2022;Aluno-632;F;10,0;2012,0;2022;0;Pública;;P;1,0;2,0;-1,0;True;Moderada (1);6,996;Ágata;8,5;9,3;6,9;;6,3;6,722;5,0;5,5;7,2;;3,0;489;129;9;False;False;-1;2022;False;3
RA-632;2023;Aluno-632;F;11,0;2012,0;2022;1;Pública;;2R;2,0;2,0;0,0;False;Adequado;7,8768;Ametista;4,7;9,1;5,64;8,333333333;7,4;8,563333333;10,0;6,8;8,0;;3,0;;;;;;0;2022;False;3
RA-632;2024;Aluno-632;F;12,0;2012,0;2022;2;Pública;EE Maria André Schunck Dona;3P;3,0;3,0;0,0;False;Adequado;7,515491249000001;Ametista;7,917;8,999164578333334;6,875;8,28125;4,166666666666667;7,875;10,0;0,0;6,0;6,5;4,0;;;;;;0;2022;False;3
RA-633;2022;Aluno-633;F;11,0;2011,0;2020;2;Pública;;P;1,0;2,0;-1,0;True;Moderada (1);7,476;Ametista;7,3;8,9;7,5;;7,7;7,833;5,0;6,8;8,5;;3,0;325;84;5;False;False;-1;2020;True;3
RA-633;2023;Aluno-633;F;12,0;2011,0;2020;3;Pública;;2R;2,0;3,0;-1,0;True;Moderada (1);6,6552;Ágata;1,7;8,1;6,27;8,541666667;7,2;7,286666667;5,0;5,3;9,0;;3,0;;;;;;-1;2020;True;3
RA-633;2024;Aluno-633;F;13,0;2011,0;2020;4;Pública;EE Maria André Schunck Dona;3P;3,0;3,0;0,0;False;Adequado;5,228470175466667;Quartzo;4,584;4,707017544;2,51;6,875;3,333333333333333;6,1175;10,0;4,0;6,0;0,0;4,0;;;;;;0;2021;True;3
RA-634;2022;Aluno-634;F;11,0;2011,0;2022;0;Pública;;P;1,0;2,0;-1,0;True;Moderada (1);7,619;Ametista;9,5;9,4;7,5;;6,5;8,222;5,0;8,0;5,0;;3,0;267;69;4;False;False;-1;2022;False;1
RA-635;2022;Aluno-635;M;10,0;2012,0;2022;0;Pública;;P;1,0;2,0;-1,0;True;Moderada (1);5,313;Quartzo;10,0;4,9;6,9;;1,5;6,444;5,0;0,5;2,5;;3,0;802;184;14;False;False;-1;2022;False;1
RA-636;2022;Aluno-636;M;10,0;2012,0;2022;0;Pública;;P;1,0;2,0;-1,0;True;Moderada (1);7,189;Ametista;8,5;8,0;6,9;;7,3;7,389;5,0;7,3;7,3;;3,0;434;110;6;False;True;-1;2022;False;3
RA-636;2023;Aluno-636;M;11,0;2012,0;2022;1;Pública;;1R;1,0;2,0;-1,0;True;Moderada (1);6,836666667;Ágata;0,0;8,3;5,64;8,333333333;9,0;7,446666667;5,0;9,2;8,7;;3,0;;;;;;-1;2022;False;3
RA-636;2024;Aluno-636;M;12,0;2012,0;2022;2;Pública;EE Donizetti Aparecido Leite Professor;2P;2,0;2,0;0,0;False;Adequado;6,3802279106;Ágata;8,002;4,9043062200000005;7,51;6,875;5,25;5,553333333;10,0;4,0;6,5;;3,0;;;;;;0;2022;False;3
RA-637;2022;Aluno-637;F;10,0;2012,0;2021;1;Pública;;P;1,0;2,0;-1,0;True;Moderada (1);7,039;Ametista;8,5;9,0;7,5;;5,8;7,0;5,0;4,8;6,8;;3,0;477;124;8;False;False;-1;2021;False;3
RA-637;2023;Aluno-637;F;11,0;2012,0;2021;2;Pública;;1R;1,0;2,0;-1,0;True;Moderada (1);8,109533333;Topázio;8,0;9,5;7,52;8,333333333;8,5;8,17;5,0;8,7;8,2;;3,0;;;;;;-1;2021;False;3
RA-637;2024;Aluno-637;F;12,0;2012,0;2021;3;Pública;EE Donizetti Aparecido Leite Professor;2P;2,0;2,0;0,0;False;Adequado;7,6853212122;Ametista;7,502;6,2272727275;7,51;8,333333333;7,75;7,776666667;10,0;6,5;9,0;;3,0;;;;;;0;2021;False;3
RA-638;2022;Aluno-638;F;9,0;2013,0;2020;2;Pública;;P;1,0;1,0;0,0;False;Adequado;7,059;Ametista;8,5;9,3;7,5;;3,9;6,278;10,0;2,0;5,8;;3,0;467;120;7;False;False;0;2020;True;3
RA-638;2023;Aluno-638;F;10,0;2013,0;2020;3;Pública;;1R;1,0;2,0;-1,0;True;Moderada (1);7,754866667;Ametista;9,0;9,4;7,52;8,333333333;6,5;7,946666667;5,0;6,8;6,2;;3,0;;;;;;-1;2020;True;3
RA-638;2024;Aluno-638;F;11,0;2013,0;2020;4;Pública;EE Donizetti Aparecido Leite Professor;2P;2,0;2,0;0,0;False;Adequado;6,7464878789;Ágata;8,502;5,7272727275;7,51;8,125;5,0;5,936666667;10,0;4,0;6,0;;3,0;;;;;;0;2021;True;3
RA-639;2022;Aluno-639;F;10,0;2012,0;2021;1;Pública;;P;1,0;2,0;-1,0;True;Moderada (1);6,613;Ágata;8,5;7,4;7,5;;5,5;6,611;5,0;3,2;7,8;;3,0;622;151;12;False;False;-1;2021;False;3
RA-639;2023;Aluno-639;F;11,0;2012,0;2021;2;Pública;;2R;2,0;2,0;0,0;False;Adequado;7,5853;Ametista;7,4;8,1;6,27;8,125;6,3;7,62;10,0;4,8;7,8;;3,0;;;;;;0;2021;False;3
RA-639;2024;Aluno-639;F;12,0;2012,0;2021;3;Pública;EE Maria André Schunck Dona;3P;3,0;3,0;0,0;False;Adequado;5,7693807644;Quartzo;7,917;5,278195488666667;2,51;6,71875;3,8333333333333335;6,1625;10,0;1,0;4,5;6,0;4,0;;;;;;0;2021;False;3
RA-64;2022;Aluno-64;M;16,0;2006,0;2019;3;Pública;;B;5,0;6,0;-1,0;True;Moderada (1);7,368;Ametista;7,1;8,1;8,1;;7,5;8,25;5,0;4,8;8,2;9,4;3,0;372;23;9;False;True;-1;2019;True;3
RA-64;2023;Aluno-64;F;17,0;2006,0;2019;4;Privada - Apadrinhamento;;6A;6,0;7,0;-1,0;True;Moderada (1);7,452541667;Ametista;7,5;9,2;6,89;7,34375;6,7;7,9625;5,0;7,0;6,0;7,2;4,0;;;;;;-1;2019;True;3
RA-64;2024;Aluno-64;F;18,0;2006,0;2019;5;Privada - Apadrinhamento;Colégio Arco Íris Evolução;7A;7,0;7,0;0,0;False;Adequado;8,743607059266667;Topázio;10,002;8,980785296666667;8,135;8,4375;8,166666666666666;8,283333333;10,0;8,0;6,5;10,0;3,0;;;;;;0;2021;True;3
RA-640;2022;Aluno-640;F;11,0;2011,0;2022;0;Pública;;P;1,0;2,0;-1,0;True;Moderada (1);6,73;Ágata;9,0;8,4;7,5;;4,8;6,778;5,0;2,5;7,0;;3,0;577;141;11;False;False;-1;2022;False;2
RA-640;2023;Aluno-640;F;12,0;2011,0;2022;1;Pública;;1P;1,0;3,0;-2,0;True;Alta (2);6,1105;Ágata;0,0;7,3;7,52;7,291666667;4,9;8,446666667;5,0;4,0;5,8;;3,0;;;;;;-2;2022;False;2
RA-641;2022;Aluno-641;F;9,0;2013,0;2022;0;Pública;;P;1,0;1,0;0,0;False;Adequado;7,776;Ametista;9,0;9,3;7,5;;6,5;6,778;10,0;4,5;8,5;;3,0;210;53;2;False;False;0;2022;False;1
RA-642;2022;Aluno-642;F;10,0;2012,0;2021;1;Pública;;P;1,0;2,0;-1,0;True;Moderada (1);7,75;Ametista;10,0;9,7;6,9;;7,3;7,778;5,0;7,0;7,7;;3,0;216;55;3;False;False;-1;2021;False;3
RA-642;2023;Aluno-642;F;11,0;2012,0;2021;2;Pública;;2R;2,0;2,0;0,0;False;Adequado;8,416866667;Topázio;9,5;9,2;6,27;8,75;6,5;9,173333333;10,0;5,7;7,2;;3,0;;;;;;0;2021;False;3
RA-642;2024;Aluno-642;F;12,0;2012,0;2021;3;Pública;EE Maria André Schunck Dona;3P;3,0;3,0;0,0;False;Adequado;7,082591269866667;Ametista;9,585;9,149206349333332;3,76;7,1875;4,0;6,9975;10,0;2,0;5,0;5,0;4,0;;;;;;0;2021;False;3
RA-643;2022;Aluno-643;M;10,0;2012,0;2022;0;Pública;;P;1,0;2,0;-1,0;True;Moderada (1);6,763;Ágata;9,0;8,0;7,5;;6,2;6,722;5,0;6,3;6,0;;3,0;565;139;10;False;False;-1;2022;False;3
RA-643;2023;Aluno-643;M;11,0;2012,0;2022;1;Pública;;1P;1,0;2,0;-1,0;True;Moderada (1);7,389033333;Ametista;9,5;8,2;7,52;6,041666667;7,1;7,613333333;5,0;7,0;7,2;;3,0;;;;;;-1;2022;False;3
RA-643;2024;Aluno-643;M;12,0;2012,0;2022;2;Pública;EE Donizetti Aparecido Leite Professor;2P;2,0;3,0;-1,0;True;Moderada (1);6,402239075100001;Ágata;9,002;6,8660287085;7,51;8,125;4,5;5,826666667;5,0;3,0;6,0;;3,0;;;;;;-1;2022;False;3
RA-644;2022;Aluno-644;F;11,0;2011,0;2021;1;Pública;;P;1,0;2,0;-1,0;True;Moderada (1);7,83;Ametista;9,5;8,0;7,5;;8,8;8,278;5,0;9,7;8,0;;3,0;195;45;1;False;True;-1;2021;False;2
RA-644;2023;Aluno-644;F;12,0;2011,0;2021;2;Pública;;2P;2,0;3,0;-1,0;True;Moderada (1);6,897033333;Ágata;10,0;5,6;7,52;8,541666667;5,9;7,503333333;5,0;4,0;7,7;;3,0;;;;;;-1;2021;False;2
RA-645;2022;Aluno-645;F;10,0;2012,0;2022;0;Pública;;P;1,0;2,0;-1,0;True;Moderada (1);6,086;Ágata;8,5;8,1;7,5;;2,0;6,833;5,0;4,0;0,0;;3,0;711;170;13;False;False;-1;2022;False;3
RA-645;2023;Aluno-645;F;11,0;2012,0;2022;1;Pública;;1R;1,0;2,0;-1,0;True;Moderada (1);7,613033333;Ametista;9,0;8,5;6,27;8,125;7,3;8,116666667;5,0;6,5;8,0;;3,0;;;;;;-1;2022;False;3
RA-645;2024;Aluno-645;F;12,0;2012,0;2022;2;Pública;EE Donizetti Aparecido Leite Professor;2P;2,0;2,0;0,0;False;Adequado;7,502239394;Ametista;7,418;8,3863636365;7,51;7,708333333;5,25;7,556666667;10,0;3,0;7,5;;3,0;;;;;;0;2022;False;3
RA-646;2022;Aluno-646;M;13,0;2009,0;2019;3;Pública;;R;1,0;3,0;-2,0;True;Alta (2);8,181;Topázio;8,5;9,8;8,1;;8,4;8,389;5,0;8,8;8,0;;3,0;90;20;1;True;True;-2;2019;True;3
RA-646;2023;Aluno-646;M;13,0;2009,0;2019;4;Pública;;2P;2,0;3,0;-1,0;True;Moderada (1);8,3547;Topázio;10,0;8,9;7,52;8,958333333;8,4;8,783333333;5,0;8,2;8,5;;3,0;;;;;;-1;2019;True;3
RA-646;2024;Aluno-646;M;14,0;2009,0;2019;5;Pública;EE Donizetti Aparecido Leite Professor;3P;3,0;4,0;-1,0;True;Moderada (1);7,715491666666668;Ametista;10,002;9,266666666666667;7,51;8,28125;6,166666666666667;7,7475;5,0;9,0;4,5;5,0;4,0;;;;;;-1;2021;True;3
RA-647;2022;Aluno-647;M;10,0;2012,0;2022;0;Pública;;R;1,0;2,0;-1,0;True;Moderada (1);6,606;Ágata;9,5;8,6;7,5;;3,3;7,278;5,0;1,5;5,2;;3,0;624;152;12;False;False;-1;2022;False;2
RA-647;2023;Aluno-647;F;10,0;2012,0;2022;1;Privada - Apadrinhamento;;1P;1,0;2,0;-1,0;True;Moderada (1);7,100566667;Ametista;7,3;8,7;6,27;7,708333333;5,2;8,446666667;5,0;4,7;5,7;;3,0;;;;;;-1;2022;False;2
RA-648;2022;Aluno-648;M;12,0;2010,0;2019;3;Pública;;R;1,0;3,0;-2,0;True;Alta (2);6,736;Ágata;9,0;7,5;6,9;;5,3;7,5;5,0;5,0;5,5;;3,0;574;140;10;False;False;-2;2019;False;1
RA-649;2022;Aluno-649;F;12,0;2010,0;2019;3;Pública;;R;1,0;3,0;-2,0;True;Alta (2);7,302;Ametista;8,5;8,9;5,6;;7,4;7,611;5,0;6,3;8,5;;3,0;393;103;8;False;False;-2;2019;True;3
RA-649;2023;Aluno-649;F;13,0;2010,0;2019;4;Pública;;2P;2,0;3,0;-1,0;True;Moderada (1);7,579533333;Ametista;9,0;9,3;3,77;8,75;6,5;8,836666667;5,0;3,8;9,2;;3,0;;;;;;-1;2019;True;3
RA-649;2024;Aluno-649;F;14,0;2010,0;2019;5;Pública;EE Paschoal Carlos Magno;3R;3,0;3,0;0,0;False;Adequado;6,985329691766667;Ágata;8,751;6,004481792666667;8,76;8,333333333;3,6666666666666665;7,333333333;10,0;5,5;4,0;1,5;3,0;;;;;;0;2021;True;3
RA-65;2022;Aluno-65;F;17,0;2005,0;2022;0;Pública;;B;5,0;7,0;-2,0;True;Alta (2);7,712;Ametista;8,3;7,7;7,5;;9,3;7,875;5,0;9,0;9,5;9,5;3,0;232;13;6;False;True;-2;2022;False;1
RA-650;2022;Aluno-650;F;11,0;2011,0;2021;1;Pública;;R;1,0;2,0;-1,0;True;Moderada (1);7,004;Ágata;6,9;8,7;5,6;;6,9;7,5;5,0;5,5;8,3;;3,0;486;127;9;False;False;-1;2021;False;1
RA-651;2022;Aluno-651;F;10,0;2012,0;2022;0;Pública;;R;1,0;2,0;-1,0;True;Moderada (1);7,866;Ametista;8,5;9,3;7,5;;7,8;8,333;5,0;7,7;7,8;;3,0;180;40;5;False;True;-1;2022;False;3
RA-651;2023;Aluno-651;F;11,0;2012,0;2022;1;Pública;;2P;2,0;2,0;0,0;False;Adequado;7,332;Ametista;0,0;8,2;3,77;8,75;9,3;7,95;10,0;9,8;8,7;;3,0;;;;;;0;2022;False;3
RA-651;2024;Aluno-651;F;12,0;2012,0;2022;2;Pública;EE Mario Francisco de Amorim;3K;3,0;2,0;1,0;False;Adiantado;8,689300000100001;Topázio;9,168;10,0;7,51;8,541666667;7,5;8,336666667;10,0;10,0;6,0;6,5;3,0;;;;;;1;2022;False;3
RA-652;2022;Aluno-652;F;9,0;2013,0;2022;0;Pública;;R;1,0;1,0;0,0;False;Adequado;8,151;Topázio;8,0;9,6;7,5;;7,8;7,5;10,0;7,0;8,5;;3,0;98;22;2;False;False;0;2022;False;3
RA-652;2023;Aluno-652;F;10,0;2013,0;2022;1;Pública;;1P;1,0;2,0;-1,0;True;Moderada (1);7,871033333;Ametista;9,0;9,4;6,89;8,125;7,0;8,446666667;5,0;6,2;7,8;;3,0;;;;;;-1;2022;False;3
RA-652;2024;Aluno-652;F;11,0;2013,0;2022;2;Pública;EE Donizetti Aparecido Leite Professor;2P;2,0;2,0;0,0;False;Adequado;7,361896969700001;Ametista;8,002;6,931818182000001;7,51;7,916666667;5,5;7,663333333;10,0;4,5;6,5;;3,0;;;;;;0;2022;False;3
RA-653;2022;Aluno-653;F;11,0;2011,0;2022;0;Pública;;R;1,0;2,0;-1,0;True;Moderada (1);8,101;Topázio;9,5;9,6;7,5;;9,3;7,5;5,0;9,5;9,0;;3,0;115;25;3;False;False;-1;2022;False;3
RA-653;2023;Aluno-653;F;12,0;2011,0;2022;1;Pública;;2P;2,0;3,0;-1,0;True;Moderada (1);7,385666667;Ametista;0,0;9,8;6,27;9,166666667;7,9;9,06;5,0;7,7;8,0;;3,0;;;;;;-1;2022;False;3
RA-653;2024;Aluno-653;F;13,0;2011,0;2022;2;Pública;EE Donizetti Aparecido Leite Professor;3R;3,0;3,0;0,0;False;Adequado;8,103217647033333;Topázio;8,751;9,537254902;8,76;8,333333333;5,166666666666667;7,89;10,0;6,5;4,5;4,5;3,0;;;;;;0;2022;False;3
RA-654;2022;Aluno-654;F;12,0;2010,0;2022;0;Pública;;R;1,0;3,0;-2,0;True;Alta (2);7,308;Ametista;8,5;8,6;7,5;;6,8;7,556;5,0;5,5;8,0;;3,0;384;99;7;False;False;-2;2022;False;1
RA-655;2022;Aluno-655;F;12,0;2010,0;2019;3;Pública;;R;1,0;3,0;-2,0;True;Alta (2);7,785;Ametista;7,5;9,2;7,5;;8,3;8,389;5,0;8,3;8,2;;3,0;206;50;6;True;True;-2;2019;True;3
RA-655;2023;Aluno-655;F;13,0;2010,0;2019;4;Pública;;2P;2,0;3,0;-1,0;True;Moderada (1);8,3198;Topázio;7,4;9,9;7,52;9,166666667;8,3;8,896666667;5,0;7,2;9,3;;3,0;;;;;;-1;2019;True;3
RA-655;2024;Aluno-655;F;14,0;2010,0;2019;5;Pública;EE Donizetti Aparecido Leite Professor;3R;3,0;3,0;0,0;False;Adequado;8,238600000066668;Topázio;7,501;10,0;8,76;8,125;6,833333333333333;7,166666667;10,0;8,0;4,0;8,5;3,0;;;;;;0;2021;True;3
RA-656;2022;Aluno-656;F;11,0;2011,0;2020;2;Pública;;R;1,0;2,0;-1,0;True;Moderada (1);6,652;Ágata;7,4;7,5;5,6;;6,3;7,5;5,0;5,0;7,5;;3,0;606;146;11;False;False;-1;2020;True;3
RA-656;2023;Aluno-656;F;12,0;2011,0;2020;3;Pública;;2P;2,0;3,0;-1,0;True;Moderada (1);6,780833333;Ágata;0,0;8,9;7,52;8,541666667;7,3;7,173333333;5,0;5,8;8,8;;3,0;;;;;;-1;2020;True;3
RA-656;2024;Aluno-656;F;13,0;2011,0;2020;4;Pública;EE Donizetti Aparecido Leite Professor;3R;3,0;3,0;0,0;False;Adequado;6,668152941266667;Ágata;9,168;5,978431372666667;7,51;7,5;4,166666666666667;6,106666667;10,0;5,0;3,5;4,0;3,0;;;;;;0;2021;True;3
RA-657;2022;Aluno-657;F;12,0;2010,0;2021;1;Pública;;R;1,0;3,0;-2,0;True;Alta (2);8,093;Topázio;9,5;9,8;7,5;;9,0;7,5;5,0;9,0;9,0;;3,0;117;26;4;False;False;-2;2021;False;3
RA-657;2023;Aluno-657;F;12,0;2010,0;2021;2;Pública;;2P;2,0;3,0;-1,0;True;Moderada (1);8,3532;Topázio;8,5;10,0;7,52;8,75;8,2;8,73;5,0;7,0;9,3;;3,0;;;;;;-1;2021;False;3
RA-657;2024;Aluno-657;F;13,0;2010,0;2021;3;Pública;EE Donizetti Aparecido Leite Professor;3R;3,0;3,0;0,0;False;Adequado;8,207433333400001;Topázio;8,751;9,6;6,885;8,125;7,5;7,056666667;10,0;8,0;4,5;10,0;3,0;;;;;;0;2021;False;3
RA-658;2022;Aluno-658;F;10,0;2012,0;2022;0;Pública;;U;1,0;2,0;-1,0;True;Moderada (1);7,407;Ametista;10,0;9,3;7,5;;5,6;7,917;5,0;4,7;6,5;;2,0;357;93;7;False;False;-1;2022;False;3
RA-658;2023;Aluno-658;F;10,0;2012,0;2022;1;Pública;;2U;2,0;2,0;0,0;False;Adequado;8,438533333;Topázio;9,5;9,5;7,52;7,916666667;6,1;9,173333333;10,0;5,3;6,8;;3,0;;;;;;0;2022;False;3
RA-658;2024;Aluno-658;F;12,0;2012,0;2022;2;Pública;EM Cecilia Cristina de Oliveira Rodrigues;3M;3,0;2,0;1,0;False;Adiantado;7,507033333333333;Ametista;8,751;10,0;8,135;7,375;3,6666666666666665;6,738;10,0;5,5;2,5;3,0;5,0;;;;;;1;2022;False;3
RA-659;2022;Aluno-659;F;10,0;2012,0;2022;0;Pública;;U;1,0;2,0;-1,0;True;Moderada (1);7,783;Ametista;8,0;7,8;7,5;;9,3;8,333;5,0;9,5;9,0;;2,0;208;51;3;False;False;-1;2022;False;1
RA-66;2022;Aluno-66;F;17,0;2005,0;2022;0;Pública;;B;5,0;7,0;-2,0;True;Alta (2);5,665;Quartzo;7,5;5,6;7,5;;4,5;5,917;5,0;3,0;6,0;;3,0;768;50;15;False;False;-2;2022;False;1
RA-660;2022;Aluno-660;F;9,0;2013,0;2021;1;Pública;;U;1,0;1,0;0,0;False;Adequado;8,363;Topázio;9,5;9,0;7,5;;6,9;9,083;10,0;5,8;8,0;;2,0;50;7;1;True;False;0;2021;False;1
